county_code,district_code,school_code,filler,test_year,subgroup_id,test_type,total_caaspp_enrollment,total_tested_at_entity_level,total_tested_at_subgroup_level,grade,test_id,caaspp_reported_enrollment,students_tested,percent_tested,mean_scale_score,percentage_standard_exceeded,percentage_standard_met,percentage_standard_met_and_above,percentage_standard_nearly_met,percentage_standard_not_met,students_with_scores,area_1_percentage_above_standard,area_1_percentage_at_or_near_standard,area_1_percentage_below_standard,area_2_percentage_above_standard,area_2_percentage_at_or_near_standard,area_2_percentage_below_standard,area_3_percentage_above_standard,area_3_percentage_at_or_near_standard,area_3_percentage_below_standard,area_4_percentage_above_standard,area_4_percentage_at_or_near_standard,area_4_percentage_below_standard,state_id
1,"","",,2015,80,B,134777,130909,26705,4,2,17437,3331,19.1,2502.3,28,34,62,26,12,3330,42,35,23,35,48,17,37,45,18,0,0,0,01000000000000
1,"","",,2015,80,B,134777,130909,26705,5,1,17365,3470,20.0,2542.1,36,34,70,15,15,3469,39,42,19,43,41,16,28,61,11,46,46,8,01000000000000
1,"","",,2015,80,B,134777,130909,26705,5,2,17365,3490,20.1,2539.5,35,25,60,24,17,3490,42,34,25,35,44,21,32,49,19,0,0,0,01000000000000
1,"","",,2015,80,B,134777,130909,26705,6,1,17089,3308,19.4,2562.2,28,39,67,20,12,3306,33,48,19,37,47,16,25,66,9,38,54,8,01000000000000
1,"","",,2015,80,B,134777,130909,26705,6,2,17089,3314,19.4,2559.2,31,27,58,26,16,3310,38,38,24,31,50,19,32,51,17,0,0,0,01000000000000
1,"","",,2015,80,B,134777,130909,26705,7,1,16462,3179,19.3,2588.0,26,43,69,18,12,3176,35,48,17,44,43,13,25,65,10,38,51,11,01000000000000
1,"","",,2015,80,B,134777,130909,26705,7,2,16462,3200,19.4,2580.2,32,27,59,25,16,3197,41,37,22,36,47,17,34,56,10,0,0,0,01000000000000
1,"","",,2015,80,B,134777,130909,26705,8,1,16509,3188,19.3,2608.5,27,44,71,19,10,3188,42,44,14,42,46,12,25,65,9,38,51,10,01000000000000
1,"","",,2015,80,B,134777,130909,26705,8,2,16509,3214,19.5,2600.7,35,24,59,22,19,3214,41,35,23,37,48,15,34,49,17,0,0,0,01000000000000
1,"","",,2015,80,B,134777,130909,26705,11,1,15793,3099,19.6,2646.0,43,32,75,14,11,3089,52,38,10,51,35,12,31,56,11,48,41,10,01000000000000
1,"","",,2015,80,B,134777,130909,26705,11,2,15793,3058,19.4,2623.7,25,26,51,23,26,3055,37,33,29,28,51,20,29,53,17,0,0,0,01000000000000
1,"","",,2015,80,B,134777,130909,26705,13,1,118342,22849,19.3,"",34,35,69,18,13,22832,39,44,17,40,44,15,28,62,10,39,49,11,01000000000000
1,"","",,2015,80,B,134777,130909,26705,13,2,118342,22924,19.4,"",31,28,60,24,17,22912,41,35,24,35,47,18,34,50,16,0,0,0,01000000000000
1,"","",,2015,90,B,134777,130909,13398,3,1,17687,1689,9.5,2350.8,4,11,14,24,62,1688,5,31,64,4,34,61,3,55,41,6,43,51,01000000000000
1,"","",,2015,90,B,134777,130909,13398,3,2,17687,1713,9.7,2373.0,3,15,18,29,54,1712,9,29,63,7,39,55,6,58,36,0,0,0,01000000000000
1,"","",,2015,90,B,134777,130909,13398,4,1,17437,1635,9.4,2395.2,5,12,17,21,63,1633,5,35,59,6,37,56,5,57,38,6,42,47,01000000000000
1,"","",,2015,90,B,134777,130909,13398,4,2,17437,1673,9.6,2414.4,3,12,16,35,50,1672,7,26,67,6,41,53,6,37,57,0,0,0,01000000000000
1,"","",,2015,90,B,134777,130909,13398,5,1,17365,1797,10.3,2437.5,4,18,23,23,54,1796,7,35,58,9,38,53,4,57,39,11,55,34,01000000000000
1,"","",,2015,90,B,134777,130909,13398,5,2,17365,1811,10.4,2443.3,5,11,16,27,57,1810,8,26,66,5,31,64,5,41,54,0,0,0,01000000000000
1,"","",,2015,90,B,134777,130909,13398,6,1,17089,1666,9.7,2462.9,3,17,21,31,48,1663,5,37,58,7,42,50,5,62,32,10,58,32,01000000000000
1,"","",,2015,90,B,134777,130909,13398,6,2,17089,1697,9.9,2454.1,4,10,14,30,56,1695,7,25,68,5,41,54,5,46,49,0,0,0,01000000000000
1,"","",,2015,90,B,134777,130909,13398,7,1,16462,1464,8.9,2486.1,4,20,24,25,51,1463,6,35,58,12,41,46,5,57,37,11,50,38,01000000000000
1,"","",,2015,90,B,134777,130909,13398,7,2,16462,1493,9.1,2473.2,6,12,18,29,53,1492,11,26,62,7,42,51,7,66,27,0,0,0,01000000000000
1,"","",,2015,90,B,134777,130909,13398,8,1,16509,1536,9.3,2515.4,6,22,27,34,39,1535,12,41,47,11,47,41,7,59,34,13,52,35,01000000000000
1,"","",,2015,90,B,134777,130909,13398,8,2,16509,1581,9.6,2494.5,9,11,20,23,56,1578,12,27,60,9,48,43,10,49,40,0,0,0,01000000000000
1,"","",,2015,90,B,134777,130909,13398,11,1,15793,1603,10.2,2551.2,12,30,41,27,31,1594,17,52,31,19,44,34,9,60,29,25,50,23,01000000000000
1,"","",,2015,90,B,134777,130909,13398,11,2,15793,1610,10.2,2518.7,6,13,19,22,60,1608,12,26,61,7,45,46,8,56,35,0,0,0,01000000000000
1,"","",,2015,90,B,134777,130909,13398,13,1,118342,11390,9.6,"",5,18,24,26,50,11372,8,38,54,10,40,49,6,58,36,11,50,37,01000000000000
1,"","",,2015,90,B,134777,130909,13398,13,2,118342,11578,9.8,"",5,12,17,28,55,11567,9,26,64,7,41,53,7,50,43,0,0,0,01000000000000
1,"","",,2015,91,B,134777,130909,21556,3,1,17687,2854,16.1,2374.6,8,16,24,28,48,2850,9,39,52,8,43,48,8,59,33,9,50,41,01000000000000
1,"","",,2015,91,B,134777,130909,21556,3,2,17687,2867,16.2,2391.3,6,21,27,30,43,2866,14,33,52,11,44,45,11,56,33,0,0,0,01000000000000
1,"","",,2015,91,B,134777,130909,21556,4,2,17437,2871,16.5,2429.8,6,17,23,37,40,2870,12,29,59,9,43,48,10,40,50,0,0,0,01000000000000
1,"","",,2015,91,B,134777,130909,21556,4,1,17437,2844,16.3,2414.7,8,17,25,23,52,2844,8,41,51,9,45,46,7,61,32,10,46,39,01000000000000
1,"","",,2015,91,B,134777,130909,21556,5,1,17365,2751,15.8,2460.5,8,25,34,24,43,2750,11,41,48,15,42,43,9,61,30,18,56,26,01000000000000
1,"","",,2015,91,B,134777,130909,21556,5,2,17365,2769,15.9,2458.0,8,13,21,30,49,2769,12,29,60,8,36,56,8,42,50,0,0,0,01000000000000
1,"","",,2015,91,B,134777,130909,21556,6,2,17089,2863,16.8,2482.5,8,15,23,33,43,2860,12,31,56,8,46,46,10,50,39,0,0,0,01000000000000
1,"","",,2015,91,B,134777,130909,21556,6,1,17089,2828,16.5,2490.2,7,25,32,33,35,2823,10,43,47,13,47,39,9,67,24,16,61,22,01000000000000
1,"","",,2015,91,B,134777,130909,21556,7,1,16462,2416,14.7,2512.2,7,27,33,30,37,2416,11,43,44,18,48,33,8,63,28,16,53,29,01000000000000
1,"","",,2015,91,B,134777,130909,21556,7,2,16462,2457,14.9,2497.7,9,16,25,31,44,2455,14,32,53,11,48,41,11,67,22,0,0,0,01000000000000
1,"","",,2015,91,B,134777,130909,21556,8,2,16509,2438,14.8,2508.8,11,13,24,27,50,2436,14,31,55,11,52,37,12,49,39,0,0,0,01000000000000
1,"","",,2015,91,B,134777,130909,21556,8,1,16509,2374,14.4,2531.2,6,30,36,33,32,2372,13,46,40,13,52,33,8,64,28,16,57,26,01000000000000
1,"","",,2015,91,B,134777,130909,21556,11,1,15793,2413,15.3,2568.6,16,31,47,27,26,2397,23,52,24,25,44,28,12,61,24,26,51,20,01000000000000
1,"","",,2015,91,B,134777,130909,21556,11,2,15793,2412,15.3,2539.4,8,15,24,24,52,2407,14,31,53,10,47,42,11,56,31,0,0,0,01000000000000
1,"","",,2015,91,B,134777,130909,21556,13,2,118342,18677,15.8,"",8,16,24,30,46,18663,13,31,55,10,45,45,10,51,38,0,0,0,01000000000000
1,"","",,2015,91,B,134777,130909,21556,13,1,118342,18480,15.6,"",9,24,33,28,39,18452,12,43,44,14,46,39,8,62,29,16,54,29,01000000000000
1,"","",,2015,92,B,134777,130909,22754,3,2,17687,3042,17.2,2407.5,9,27,36,30,34,3042,19,39,42,17,46,37,15,56,30,0,0,0,01000000000000
1,"","",,2015,92,B,134777,130909,22754,3,1,17687,3027,17.1,2394.8,12,21,33,31,37,3026,14,43,42,12,48,39,11,65,24,13,55,32,01000000000000
1,"","",,2015,92,B,134777,130909,22754,4,1,17437,3006,17.2,2439.1,15,22,36,23,40,3006,14,46,40,16,48,35,12,64,24,13,52,31,01000000000000
1,"","",,2015,92,B,134777,130909,22754,4,2,17437,3001,17.2,2448.8,10,23,32,37,31,3000,17,35,48,14,47,39,15,44,41,0,0,0,01000000000000
1,"","",,2015,92,B,134777,130909,22754,5,2,17365,2780,16.0,2479.2,12,16,28,33,38,2779,16,32,51,12,43,45,11,49,40,0,0,0,01000000000000
1,"","",,2015,92,B,134777,130909,22754,5,1,17365,2779,16.0,2484.1,14,30,44,24,32,2779,17,44,39,22,45,33,12,63,25,25,57,19,01000000000000
1,"","",,2015,92,B,134777,130909,22754,6,1,17089,2811,16.4,2506.0,11,29,40,30,30,2810,13,46,40,19,47,34,12,69,19,21,59,20,01000000000000
1,"","",,2015,92,B,134777,130909,22754,6,2,17089,2821,16.5,2498.9,12,19,31,32,37,2816,17,34,48,13,48,39,13,52,35,0,0,0,01000000000000
1,"","",,2015,92,B,134777,130909,22754,7,2,16462,2663,16.2,2519.2,13,21,34,31,35,2661,20,35,45,15,52,33,15,67,18,0,0,0,01000000000000
1,"","",,2015,92,B,134777,130909,22754,7,1,16462,2627,16.0,2533.4,10,35,45,26,29,2624,16,49,35,24,49,27,12,65,23,21,54,25,01000000000000
1,"","",,2015,92,B,134777,130909,22754,8,1,16509,2639,16.0,2553.8,10,36,46,30,24,2638,20,50,30,21,52,25,12,66,22,20,58,21,01000000000000
1,"","",,2015,92,B,134777,130909,22754,8,2,16509,2679,16.2,2533.3,15,18,33,28,39,2679,20,34,46,17,54,29,15,52,33,0,0,0,01000000000000
1,"","",,2015,92,B,134777,130909,22754,11,2,15793,2577,16.3,2557.3,10,19,29,26,45,2570,18,34,47,13,49,36,13,57,29,0,0,0,01000000000000
1,"","",,2015,92,B,134777,130909,22754,11,1,15793,2596,16.4,2592.4,22,34,57,24,19,2581,30,50,19,32,44,22,19,61,19,32,50,16,01000000000000
1,"","",,2015,92,B,134777,130909,22754,13,1,118342,19485,16.5,"",13,29,42,27,30,19464,18,47,35,20,48,31,13,65,22,20,55,24,01000000000000
1,"","",,2015,92,B,134777,130909,22754,13,2,118342,19563,16.5,"",11,21,32,31,37,19547,18,35,47,14,48,37,14,54,32,0,0,0,01000000000000
1,"","",,2015,93,B,134777,130909,30928,3,1,17687,4137,23.4,2445.6,32,27,59,22,19,4137,33,44,23,31,47,22,27,62,11,29,52,19,01000000000000
1,"","",,2015,93,B,134777,130909,30928,3,2,17687,4173,23.6,2457.3,30,33,63,21,16,4172,44,34,21,38,43,19,38,48,14,0,0,0,01000000000000
1,"","",,2015,93,B,134777,130909,30928,4,2,17437,4110,23.6,2501.1,29,31,60,27,13,4110,42,33,25,34,48,19,37,42,21,0,0,0,01000000000000
1,"","",,2015,93,B,134777,130909,30928,4,1,17437,4089,23.5,2492.6,35,26,61,19,20,4089,32,47,21,33,49,18,26,62,12,30,50,16,01000000000000
1,"","",,2015,93,B,134777,130909,30928,5,1,17365,4029,23.2,2537.4,34,34,68,17,16,4028,34,45,20,42,41,16,26,62,12,44,47,8,01000000000000
1,"","",,2015,93,B,134777,130909,30928,5,2,17365,4060,23.4,2538.5,35,22,57,24,18,4057,42,31,27,34,42,23,31,48,21,0,0,0,01000000000000
1,"","",,2015,93,B,134777,130909,30928,6,2,17089,3983,23.3,2560.2,32,25,56,26,18,3980,39,36,25,31,49,20,32,50,18,0,0,0,01000000000000
1,"","",,2015,93,B,134777,130909,30928,6,1,17089,3958,23.2,2558.4,27,38,65,22,13,3956,29,50,21,38,46,16,22,69,9,38,53,9,01000000000000
1,"","",,2015,93,B,134777,130909,30928,7,1,16462,3703,22.5,2586.0,26,43,68,19,13,3703,31,49,19,45,42,13,22,66,12,38,51,11,01000000000000
1,"","",,2015,93,B,134777,130909,30928,7,2,16462,3743,22.7,2585.6,34,26,60,25,16,3742,43,34,22,37,46,17,36,55,9,0,0,0,01000000000000
1,"","",,2015,93,B,134777,130909,30928,8,2,16509,3661,22.2,2601.4,36,21,57,22,21,3659,43,32,25,37,46,17,35,47,17,0,0,0,01000000000000
1,"","",,2015,93,B,134777,130909,30928,8,1,16509,3612,21.9,2601.5,24,44,68,21,12,3612,37,47,16,39,47,13,22,68,10,36,52,11,01000000000000
1,"","",,2015,93,B,134777,130909,30928,11,1,15793,3366,21.3,2643.9,41,33,75,15,10,3352,48,41,10,52,36,11,29,60,10,48,42,8,01000000000000
1,"","",,2015,93,B,134777,130909,30928,11,2,15793,3358,21.3,2628.5,26,26,53,23,24,3351,39,34,26,29,49,20,31,54,15,0,0,0,01000000000000
1,"","",,2015,93,B,134777,130909,30928,13,2,118342,27088,22.9,"",32,26,58,24,18,27071,42,33,25,34,46,19,34,49,16,0,0,0,01000000000000
1,"","",,2015,93,B,134777,130909,30928,13,1,118342,26894,22.7,"",31,35,66,19,15,26877,35,46,19,39,44,16,25,64,11,37,50,12,01000000000000
1,"","",,2015,94,B,134777,130909,27442,3,2,17687,4003,22.6,2499.4,52,29,82,12,6,4001,67,24,10,59,32,8,58,35,6,0,0,0,01000000000000
1,"","",,2015,94,B,134777,130909,27442,3,1,17687,3939,22.3,2486.0,53,25,78,14,8,3939,49,39,12,47,42,11,41,53,5,47,43,9,01000000000000
1,"","",,2015,94,B,134777,130909,27442,4,1,17437,3916,22.5,2534.2,56,23,79,12,9,3916,49,40,10,50,41,8,42,52,6,43,44,7,01000000000000
1,"","",,2015,94,B,134777,130909,27442,4,2,17437,3922,22.5,2540.9,49,29,78,16,5,3921,62,26,11,53,39,9,55,36,10,0,0,0,01000000000000
1,"","",,2015,94,B,134777,130909,27442,5,2,17365,3881,22.3,2584.0,58,19,77,15,8,3881,65,23,12,55,34,11,52,38,10,0,0,0,01000000000000
1,"","",,2015,94,B,134777,130909,27442,5,1,17365,3849,22.2,2579.1,55,29,84,9,7,3848,54,36,10,60,31,9,41,53,6,62,34,4,01000000000000
1,"","",,2015,94,B,134777,130909,27442,6,1,17089,3569,20.9,2598.1,46,35,81,13,6,3568,47,42,11,55,36,9,35,60,5,53,42,5,01000000000000
1,"","",,2015,94,B,134777,130909,27442,6,2,17089,3590,21.0,2608.4,55,21,76,16,8,3590,60,27,13,52,38,10,53,38,9,0,0,0,01000000000000
1,"","",,2015,94,B,134777,130909,27442,7,2,16462,3109,18.9,2638.5,56,22,79,14,7,3108,65,23,11,59,33,8,58,38,4,0,0,0,01000000000000
1,"","",,2015,94,B,134777,130909,27442,7,1,16462,3087,18.8,2626.3,45,38,83,11,6,3084,51,39,10,63,30,7,34,60,6,55,39,5,01000000000000
1,"","",,2015,94,B,134777,130909,27442,8,1,16509,3089,18.7,2644.5,44,40,84,11,6,3089,56,35,8,60,34,6,36,59,5,54,40,6,01000000000000
1,"","",,2015,94,B,134777,130909,27442,8,2,16509,3122,18.9,2663.2,59,18,78,13,9,3121,65,23,12,59,33,8,56,35,9,0,0,0,01000000000000
1,"","",,2015,94,B,134777,130909,27442,11,2,15793,2558,16.2,2695.0,49,23,72,15,13,2555,62,23,15,50,37,12,52,39,9,0,0,0,01000000000000
1,"","",,2015,94,B,134777,130909,27442,11,1,15793,2584,16.4,2687.2,61,25,86,9,5,2580,66,28,6,69,24,6,43,50,6,60,34,5,01000000000000
1,"","",,2015,94,B,134777,130909,27442,13,1,118342,24033,20.3,"",51,30,82,11,7,24024,53,37,10,57,35,8,39,55,6,53,40,6,01000000000000
1,"","",,2015,94,B,134777,130909,27442,13,2,118342,24185,20.4,"",54,23,78,14,8,24177,64,24,12,55,35,9,55,37,8,0,0,0,01000000000000
1,"","",,2015,99,B,134777,130909,118438,3,1,17687,15632,88.4,2424.8,26,22,48,24,29,15625,26,41,33,25,45,30,22,60,18,24,50,26,01000000000000
1,"","",,2015,99,B,134777,130909,118438,3,2,17687,15803,89.3,2439.6,24,27,52,23,25,15800,36,32,32,31,41,27,30,50,20,0,0,0,01000000000000
1,"","",,2015,99,B,134777,130909,118438,4,1,17437,15333,87.9,2471.9,29,22,51,20,30,15330,26,44,30,27,46,26,22,60,18,24,49,22,01000000000000
1,"","",,2015,99,B,134777,130909,118438,4,2,17437,15446,88.6,2482.0,23,25,49,30,22,15442,34,31,35,28,45,28,29,41,30,0,0,0,01000000000000
1,"","",,2015,99,B,134777,130909,118438,5,2,17365,15121,87.1,2518.4,29,18,47,26,27,15118,35,29,36,28,39,33,26,45,29,0,0,0,01000000000000
1,"","",,2015,99,B,134777,130909,118438,5,1,17365,14993,86.3,2518.5,28,30,58,19,23,14991,30,42,28,35,41,24,22,60,17,38,49,13,01000000000000
1,"","",,2015,99,B,134777,130909,118438,6,1,17089,14934,87.4,2538.7,22,32,54,25,21,14922,24,46,30,31,45,24,19,67,14,32,55,13,01000000000000
1,"","",,2015,99,B,134777,130909,118438,6,2,17089,15075,88.2,2538.2,26,20,46,28,26,15066,31,32,36,26,46,28,27,48,25,0,0,0,01000000000000
1,"","",,2015,99,B,134777,130909,118438,7,2,16462,14442,87.7,2559.8,27,21,48,26,25,14432,35,32,33,30,45,25,29,58,13,0,0,0,01000000000000
1,"","",,2015,99,B,134777,130909,118438,7,1,16462,14249,86.6,2563.6,21,35,57,22,21,14244,26,45,28,36,43,20,18,64,17,32,50,17,01000000000000
1,"","",,2015,99,B,134777,130909,118438,8,1,16509,14068,85.2,2582.5,21,37,57,25,18,14065,31,45,24,33,47,19,19,65,16,31,52,16,01000000000000
1,"","",,2015,99,B,134777,130909,118438,8,2,16509,14388,87.2,2575.4,29,18,47,23,30,14380,34,30,35,30,47,23,29,47,24,0,0,0,01000000000000
1,"","",,2015,99,B,134777,130909,118438,11,2,15793,12855,81.4,2599.9,22,21,42,23,35,12832,32,31,37,24,47,28,25,53,22,0,0,0,01000000000000
1,"","",,2015,99,B,134777,130909,118438,11,1,15793,12860,81.4,2619.2,33,32,65,20,15,12807,40,44,15,42,39,17,24,59,15,41,45,12,01000000000000
1,"","",,2015,99,B,134777,130909,118438,13,1,118342,102069,86.2,"",26,30,55,22,23,101984,29,44,27,33,44,23,21,62,17,31,50,17,01000000000000
1,"","",,2015,99,B,134777,130909,118438,13,2,118342,103130,87.1,"",26,21,47,26,27,103070,34,31,35,28,44,27,28,49,23,0,0,0,01000000000000
1,"","",,2015,111,B,134777,130909,71148,3,1,17687,9046,51.1,2461.2,40,26,66,20,14,9045,39,43,18,37,46,17,32,59,9,36,49,15,01000000000000
1,"","",,2015,111,B,134777,130909,71148,3,2,17687,9167,51.8,2472.8,38,32,70,18,12,9165,52,31,17,46,40,15,45,44,11,0,0,0,01000000000000
1,"","",,2015,111,B,134777,130909,71148,4,2,17437,9160,52.5,2514.6,36,30,66,23,11,9158,49,31,20,40,44,16,43,40,17,0,0,0,01000000000000
1,"","",,2015,111,B,134777,130909,71148,4,1,17437,9141,52.4,2507.2,43,25,67,16,16,9141,38,45,17,39,45,15,32,58,10,34,48,13,01000000000000
1,"","",,2015,111,B,134777,130909,71148,5,1,17365,9071,52.2,2551.0,41,32,73,14,13,9071,41,42,17,48,38,14,31,58,10,50,43,7,01000000000000
1,"","",,2015,111,B,134777,130909,71148,5,2,17365,9136,52.6,2552.9,43,20,63,22,15,9135,49,29,22,41,40,19,38,44,17,0,0,0,01000000000000
1,"","",,2015,111,B,134777,130909,71148,6,2,17089,8974,52.5,2572.9,39,23,62,23,15,8968,45,33,22,37,45,18,38,46,16,0,0,0,01000000000000
1,"","",,2015,111,B,134777,130909,71148,6,1,17089,8894,52.0,2569.8,33,36,69,19,12,8889,35,46,19,43,42,14,26,65,9,42,49,8,01000000000000
1,"","",,2015,111,B,134777,130909,71148,7,1,16462,8434,51.2,2595.9,31,40,72,16,12,8431,37,45,17,50,39,11,25,64,11,43,46,10,01000000000000
1,"","",,2015,111,B,134777,130909,71148,7,2,16462,8539,51.9,2596.2,39,24,63,22,15,8535,48,31,20,42,42,16,41,51,8,0,0,0,01000000000000
1,"","",,2015,111,B,134777,130909,71148,8,2,16509,8419,51.0,2616.4,42,20,62,20,18,8416,48,30,22,42,43,14,41,44,16,0,0,0,01000000000000
1,"","",,2015,111,B,134777,130909,71148,8,1,16509,8306,50.3,2613.3,30,42,72,18,10,8304,42,43,14,45,43,12,26,64,9,41,49,10,01000000000000
1,"","",,2015,111,B,134777,130909,71148,11,1,15793,8102,51.3,2644.7,43,31,74,15,11,8076,50,39,11,53,33,12,30,57,11,48,42,9,01000000000000
1,"","",,2015,111,B,134777,130909,71148,11,2,15793,8068,51.1,2632.5,30,24,53,21,25,8058,41,30,28,32,46,21,34,49,17,0,0,0,01000000000000
1,"","",,2015,111,B,134777,130909,71148,13,2,118342,61463,51.9,"",38,25,63,21,16,61435,47,31,22,40,43,17,40,45,15,0,0,0,01000000000000
1,"","",,2015,111,B,134777,130909,71148,13,1,118342,60994,51.5,"",37,33,70,17,13,60957,40,43,16,45,41,14,29,61,10,42,47,10,01000000000000
1,"","",,2015,120,B,134777,130909,1001,3,1,17687,79,0.4,2362.5,9,11,20,30,47,77,9,30,61,8,38,52,12,43,45,13,44,43,01000000000000
1,"","",,2015,120,B,134777,130909,1001,3,2,17687,164,0.9,2413.0,16,23,39,24,37,164,30,30,39,20,39,41,20,48,32,0,0,0,01000000000000
1,"","",,2015,120,B,134777,130909,1001,4,1,17437,76,0.4,2384.6,8,8,16,22,61,75,7,29,60,3,45,48,5,51,40,12,36,45,01000000000000
1,"","",,2015,120,B,134777,130909,1001,4,2,17437,146,0.8,2428.6,12,11,23,32,45,146,17,25,58,12,34,54,11,38,51,0,0,0,01000000000000
1,"","",,2015,120,B,134777,130909,1001,5,2,17365,138,0.8,2449.2,10,15,25,22,51,137,16,27,57,9,28,64,7,39,53,0,0,0,01000000000000
1,"","",,2015,120,B,134777,130909,1001,5,1,17365,67,0.4,2434.5,4,18,22,31,46,67,7,31,61,4,45,49,4,61,34,13,54,33,01000000000000
1,"","",,2015,120,B,134777,130909,1001,6,1,17089,55,0.3,2413.9,0,13,13,18,69,55,4,24,71,0,29,67,4,45,49,9,40,49,01000000000000
1,"","",,2015,120,B,134777,130909,1001,6,2,17089,128,0.7,2434.0,5,9,14,20,64,126,10,16,73,4,33,63,5,37,57,0,0,0,01000000000000
1,"","",,2015,120,B,134777,130909,1001,7,2,16462,95,0.6,2487.6,14,17,31,18,52,95,19,23,57,18,36,46,18,57,24,0,0,0,01000000000000
1,"","",,2015,120,B,134777,130909,1001,7,1,16462,35,0.2,2431.1,0,9,9,26,66,35,0,29,71,3,31,66,3,31,66,3,51,46,01000000000000
1,"","",,2015,120,B,134777,130909,1001,8,1,16509,48,0.3,2456.0,2,13,15,21,63,47,4,26,70,6,30,64,2,38,60,9,49,43,01000000000000
1,"","",,2015,120,B,134777,130909,1001,8,2,16509,116,0.7,2503.3,21,9,30,15,54,115,23,15,60,15,37,49,23,46,29,0,0,0,01000000000000
1,"","",,2015,120,B,134777,130909,1001,11,1,15793,45,0.3,2502.7,4,16,20,31,49,45,7,42,49,9,38,49,7,53,36,9,56,31,01000000000000
1,"","",,2015,120,B,134777,130909,1001,11,2,15793,71,0.4,2512.1,8,11,20,18,62,71,17,24,59,7,49,44,13,51,37,0,0,0,01000000000000
1,"","",,2015,120,B,134777,130909,1001,13,2,118342,858,0.7,"",12,14,27,22,51,854,20,23,57,12,36,52,14,44,41,0,0,0,01000000000000
1,"","",,2015,120,B,134777,130909,1001,13,1,118342,405,0.3,"",5,12,17,26,56,401,6,30,63,5,38,55,6,47,45,10,46,41,01000000000000
1,"","",,2015,121,B,134777,130909,14785,3,2,17687,1491,8.4,2382.8,7,18,26,24,50,1490,14,29,57,12,37,50,11,53,36,0,0,0,01000000000000
1,"","",,2015,121,B,134777,130909,14785,3,1,17687,1470,8.3,2364.6,9,12,21,25,55,1467,9,31,59,8,37,55,8,53,39,8,44,47,01000000000000
1,"","",,2015,121,B,134777,130909,14785,4,1,17437,1506,8.6,2405.0,9,14,23,20,57,1505,8,35,56,9,39,52,8,55,37,9,45,41,01000000000000
1,"","",,2015,121,B,134777,130909,14785,4,2,17437,1525,8.7,2424.7,6,16,22,32,46,1524,12,24,63,10,40,50,10,36,54,0,0,0,01000000000000
1,"","",,2015,121,B,134777,130909,14785,5,2,17365,1450,8.4,2457.5,12,12,24,23,53,1449,17,22,61,11,32,57,11,38,50,0,0,0,01000000000000
1,"","",,2015,121,B,134777,130909,14785,5,1,17365,1430,8.2,2454.6,11,20,32,19,49,1430,13,34,53,15,38,47,10,55,35,19,52,29,01000000000000
1,"","",,2015,121,B,134777,130909,14785,6,1,17089,1641,9.6,2471.2,7,19,26,28,45,1636,9,38,53,12,38,49,8,60,31,13,58,29,01000000000000
1,"","",,2015,121,B,134777,130909,14785,6,2,17089,1679,9.8,2461.9,9,10,19,29,52,1677,11,26,63,8,39,53,9,45,46,0,0,0,01000000000000
1,"","",,2015,121,B,134777,130909,14785,7,2,16462,2516,15.3,2494.4,12,14,26,26,48,2512,16,28,55,13,43,44,14,63,23,0,0,0,01000000000000
1,"","",,2015,121,B,134777,130909,14785,7,1,16462,2474,15.0,2506.5,8,25,33,24,43,2471,12,38,49,19,43,38,10,57,32,16,50,33,01000000000000
1,"","",,2015,121,B,134777,130909,14785,8,1,16509,2236,13.5,2524.0,8,24,33,29,39,2235,16,40,43,16,44,39,9,58,32,16,52,31,01000000000000
1,"","",,2015,121,B,134777,130909,14785,8,2,16509,2310,14.0,2501.8,12,12,24,22,54,2308,16,26,58,13,46,41,13,47,40,0,0,0,01000000000000
1,"","",,2015,121,B,134777,130909,14785,11,2,15793,1403,8.9,2522.9,9,12,21,18,60,1398,15,22,61,9,43,46,12,51,37,0,0,0,01000000000000
1,"","",,2015,121,B,134777,130909,14785,11,1,15793,1362,8.6,2546.4,14,26,40,26,34,1356,21,46,32,19,39,38,11,55,31,22,49,26,01000000000000
1,"","",,2015,121,B,134777,130909,14785,13,1,118342,12119,10.2,"",9,21,30,25,45,12100,13,38,49,14,40,44,9,56,34,15,50,34,01000000000000
1,"","",,2015,121,B,134777,130909,14785,13,2,118342,12374,10.5,"",10,13,23,25,51,12358,15,26,59,11,41,48,12,49,39,0,0,0,01000000000000
1,"","",,2015,128,B,134777,130909,12471,3,1,17687,1490,8.4,2344.0,6,10,16,18,65,1488,7,27,66,7,26,66,7,44,49,8,36,56,01000000000000
1,"","",,2015,128,B,134777,130909,12471,3,2,17687,1493,8.4,2358.2,7,12,19,21,60,1490,12,22,66,11,29,60,9,44,46,0,0,0,01000000000000
1,"","",,2015,128,B,134777,130909,12471,4,1,17437,1671,9.6,2376.8,7,8,15,14,72,1671,7,25,67,5,27,67,7,46,47,6,34,56,01000000000000
1,"","",,2015,128,B,134777,130909,12471,4,2,17437,1664,9.5,2397.7,6,10,16,25,60,1663,10,17,73,7,29,63,8,27,65,0,0,0,01000000000000
1,"","",,2015,128,B,134777,130909,12471,5,2,17365,1636,9.4,2418.0,6,8,13,16,70,1633,8,16,76,6,21,73,6,29,65,0,0,0,01000000000000
1,"","",,2015,128,B,134777,130909,12471,5,1,17365,1646,9.5,2407.7,4,11,15,14,71,1644,7,23,70,6,24,70,5,44,51,8,43,48,01000000000000
