county_code,district_code,school_code,filler,test_year,subgroup_id,test_type,total_caaspp_enrollment,total_tested_at_entity_level,total_tested_at_subgroup_level,grade,test_id,caaspp_reported_enrollment,students_tested,percent_tested,mean_scale_score,percentage_standard_exceeded,percentage_standard_met,percentage_standard_met_and_above,percentage_standard_nearly_met,percentage_standard_not_met,students_with_scores,area_1_percentage_above_standard,area_1_percentage_at_or_near_standard,area_1_percentage_below_standard,area_2_percentage_above_standard,area_2_percentage_at_or_near_standard,area_2_percentage_below_standard,area_3_percentage_above_standard,area_3_percentage_at_or_near_standard,area_3_percentage_below_standard,area_4_percentage_above_standard,area_4_percentage_at_or_near_standard,area_4_percentage_below_standard,state_id
"","","",,2015,1,B,3743493,3663369,3663369,3,1,480079,470191,97.9,2402.9,18,20,38,26,36,469950,18,41,41,17,44,38,14,62,24,18,50,32,00000000000000
"","","",,2015,1,B,3743493,3663369,3663369,3,2,480079,473136,98.6,2415.1,14,26,40,27,33,472930,25,35,40,20,42,38,20,52,28,0,0,0,00000000000000
"","","",,2015,1,B,3743493,3663369,3663369,4,2,469688,461875,98.3,2453.8,13,22,35,35,31,461681,21,32,47,16,45,39,18,43,39,0,0,0,00000000000000
"","","",,2015,1,B,3743493,3663369,3663369,4,1,469688,460192,98.0,2445.7,19,21,40,21,39,459931,18,43,39,18,46,35,15,62,23,17,48,29,00000000000000
"","","",,2015,1,B,3743493,3663369,3663369,5,1,472972,458127,96.9,2487.1,17,27,45,21,34,457770,20,42,39,23,43,33,15,61,24,27,52,21,00000000000000
"","","",,2015,1,B,3743493,3663369,3663369,5,2,472972,459918,97.2,2480.3,15,15,30,29,41,459633,19,30,51,16,38,46,14,45,41,0,0,0,00000000000000
"","","",,2015,1,B,3743493,3663369,3663369,6,2,463721,456194,98.4,2504.4,15,18,33,31,36,455961,20,33,47,15,46,39,16,50,34,0,0,0,00000000000000
"","","",,2015,1,B,3743493,3663369,3663369,6,1,463721,453581,97.8,2511.9,13,30,43,29,28,453219,16,46,38,20,47,32,13,67,19,23,59,19,00000000000000
"","","",,2015,1,B,3743493,3663369,3663369,7,1,458861,446784,97.4,2531.7,12,32,44,25,31,446371,18,45,37,24,46,30,12,64,24,22,53,25,00000000000000
"","","",,2015,1,B,3743493,3663369,3663369,7,2,458861,449122,97.9,2518.5,15,19,34,29,37,448835,22,33,46,17,48,34,17,64,19,0,0,0,00000000000000
"","","",,2015,1,B,3743493,3663369,3663369,8,2,468128,450101,96.1,2534.0,16,17,33,26,41,449775,21,32,46,18,51,31,17,49,33,0,0,0,00000000000000
"","","",,2015,1,B,3743493,3663369,3663369,8,1,468128,445851,95.2,2552.7,12,33,45,29,26,445257,22,46,32,21,50,28,12,65,22,21,55,23,00000000000000
"","","",,2015,1,B,3743493,3663369,3663369,11,1,455953,419737,92.1,2591.9,23,33,56,24,20,418802,30,49,21,31,45,22,17,61,21,33,51,16,00000000000000
"","","",,2015,1,B,3743493,3663369,3663369,11,2,455953,418893,91.9,2560.3,11,18,30,25,45,418179,19,33,48,15,50,35,15,55,30,0,0,0,00000000000000
"","","",,2015,1,B,3743493,3663369,3663369,13,2,3269379,3169239,96.9,"",14,19,34,29,38,3166994,21,32,46,17,46,38,17,51,32,0,0,0,00000000000000
"","","",,2015,1,B,3743493,3663369,3663369,13,1,3269379,3154463,96.5,"",16,28,44,25,31,3151300,20,44,35,22,46,31,14,63,22,23,53,24,00000000000000
"","","",,2015,3,B,3743493,3663369,1870617,3,2,480079,241884,50.4,2415.3,15,26,41,26,33,241768,26,34,39,21,42,37,20,51,29,0,0,0,00000000000000
"","","",,2015,3,B,3743493,3663369,1870617,3,1,480079,240260,50.0,2393.4,15,18,34,26,41,240132,16,39,45,14,43,43,13,60,26,16,49,35,00000000000000
"","","",,2015,3,B,3743493,3663369,1870617,4,2,469688,235211,50.1,2454.2,14,22,36,33,31,235105,23,31,46,17,44,39,19,42,39,0,0,0,00000000000000
"","","",,2015,3,B,3743493,3663369,1870617,4,1,469688,234371,49.9,2435.1,16,19,35,21,44,234226,16,41,43,15,45,41,14,60,25,15,47,32,00000000000000
"","","",,2015,3,B,3743493,3663369,1870617,5,1,472972,233885,49.5,2473.7,14,25,39,21,39,233698,16,40,44,18,41,40,14,60,26,23,52,24,00000000000000
"","","",,2015,3,B,3743493,3663369,1870617,5,2,472972,234796,49.6,2479.8,16,16,31,27,41,234627,21,29,51,16,37,47,14,44,42,0,0,0,00000000000000
"","","",,2015,3,B,3743493,3663369,1870617,6,2,463721,232831,50.2,2500.0,15,17,32,30,38,232693,20,31,49,15,45,40,16,48,36,0,0,0,00000000000000
"","","",,2015,3,B,3743493,3663369,1870617,6,1,463721,231566,49.9,2498.8,11,26,37,29,34,231350,14,44,42,16,45,38,12,66,21,19,59,22,00000000000000
"","","",,2015,3,B,3743493,3663369,1870617,7,1,458861,227548,49.6,2518.1,10,29,38,25,36,227301,16,42,41,19,45,36,11,63,26,18,52,30,00000000000000
"","","",,2015,3,B,3743493,3663369,1870617,7,2,458861,228756,49.9,2515.1,15,18,34,28,39,228596,22,31,47,18,47,35,17,62,21,0,0,0,00000000000000
"","","",,2015,3,B,3743493,3663369,1870617,8,2,468128,229588,49.0,2528.5,17,16,32,25,43,229397,21,30,48,18,49,33,16,47,36,0,0,0,00000000000000
"","","",,2015,3,B,3743493,3663369,1870617,8,1,468128,227538,48.6,2537.5,9,30,39,29,31,227222,19,44,37,16,48,35,11,62,26,18,54,28,00000000000000
"","","",,2015,3,B,3743493,3663369,1870617,11,1,455953,213022,46.7,2576.9,20,31,50,25,25,212517,28,49,23,26,45,28,17,59,24,28,51,20,00000000000000
"","","",,2015,3,B,3743493,3663369,1870617,11,2,455953,212736,46.7,2555.4,12,17,29,23,48,212357,19,30,51,16,48,36,15,53,32,0,0,0,00000000000000
"","","",,2015,3,B,3743493,3663369,1870617,13,2,3269379,1615802,49.4,"",15,19,34,27,39,1614543,22,31,47,17,44,38,17,49,34,0,0,0,00000000000000
"","","",,2015,3,B,3743493,3663369,1870617,13,1,3269379,1608190,49.2,"",13,25,39,25,36,1606446,18,43,39,18,45,37,13,62,25,19,52,27,00000000000000
"","","",,2015,4,B,3743493,3663369,1792752,3,1,480079,229931,47.9,2412.9,20,21,42,27,31,229818,21,43,36,20,46,33,15,63,21,20,52,28,00000000000000
"","","",,2015,4,B,3743493,3663369,1792752,3,2,480079,231252,48.2,2414.9,13,26,39,28,33,231162,23,36,40,19,42,38,20,53,26,0,0,0,00000000000000
"","","",,2015,4,B,3743493,3663369,1792752,4,2,469688,226664,48.3,2453.3,12,22,34,36,30,226576,19,33,48,15,46,38,18,44,38,0,0,0,00000000000000
"","","",,2015,4,B,3743493,3663369,1792752,4,1,469688,225821,48.1,2456.7,22,22,44,22,34,225705,21,44,34,22,48,29,15,63,21,19,49,26,00000000000000
"","","",,2015,4,B,3743493,3663369,1792752,5,1,472972,224242,47.4,2501.0,21,30,50,22,28,224072,23,44,33,29,45,27,16,62,22,30,52,17,00000000000000
"","","",,2015,4,B,3743493,3663369,1792752,5,2,472972,225122,47.6,2480.9,14,15,29,30,40,225006,18,30,52,15,39,46,14,46,40,0,0,0,00000000000000
"","","",,2015,4,B,3743493,3663369,1792752,6,2,463721,223363,48.2,2509.0,15,19,34,32,34,223268,20,34,45,14,48,38,16,52,32,0,0,0,00000000000000
"","","",,2015,4,B,3743493,3663369,1792752,6,1,463721,222015,47.9,2525.6,16,33,49,29,22,221869,18,49,33,25,49,26,15,69,16,26,58,15,00000000000000
"","","",,2015,4,B,3743493,3663369,1792752,7,1,458861,219236,47.8,2545.8,14,35,49,26,25,219070,20,47,32,29,47,23,13,65,22,25,55,20,00000000000000
"","","",,2015,4,B,3743493,3663369,1792752,7,2,458861,220366,48.0,2522.0,15,19,34,31,35,220239,21,34,44,17,49,34,17,66,17,0,0,0,00000000000000
"","","",,2015,4,B,3743493,3663369,1792752,8,2,468128,220513,47.1,2539.7,16,18,34,28,38,220378,22,34,44,17,52,30,18,52,30,0,0,0,00000000000000
"","","",,2015,4,B,3743493,3663369,1792752,8,1,468128,218313,46.6,2568.5,14,37,52,29,19,218035,25,48,27,26,52,21,14,68,18,26,56,18,00000000000000
"","","",,2015,4,B,3743493,3663369,1792752,11,1,455953,206715,45.3,2607.2,26,36,62,24,15,206285,33,49,18,36,46,16,18,64,17,37,51,12,00000000000000
"","","",,2015,4,B,3743493,3663369,1792752,11,2,455953,206157,45.2,2565.5,10,20,30,27,43,205822,19,35,46,14,52,34,14,58,28,0,0,0,00000000000000
"","","",,2015,4,B,3743493,3663369,1792752,13,2,3269379,1553437,47.5,"",14,20,34,30,36,1552451,20,34,46,16,47,37,17,53,30,0,0,0,00000000000000
"","","",,2015,4,B,3743493,3663369,1792752,13,1,3269379,1546273,47.3,"",19,30,49,25,25,1544854,23,46,31,27,48,25,15,65,20,26,53,20,00000000000000
"","","",,2015,6,B,3743493,3663369,2974922,3,2,480079,319026,66.5,2430.4,18,31,49,26,25,318879,31,37,32,26,44,30,26,52,22,0,0,0,00000000000000
"","","",,2015,6,B,3743493,3663369,2974922,3,1,480079,318425,66.3,2422.6,24,24,47,26,27,318271,24,44,32,22,47,30,19,64,17,23,52,25,00000000000000
"","","",,2015,6,B,3743493,3663369,2974922,4,2,469688,339595,72.3,2470.5,17,26,43,35,22,339466,27,36,38,21,49,30,23,46,31,0,0,0,00000000000000
"","","",,2015,6,B,3743493,3663369,2974922,4,1,469688,339860,72.4,2467.4,25,25,49,22,29,339685,24,47,29,23,50,26,19,64,17,22,51,22,00000000000000
"","","",,2015,6,B,3743493,3663369,2974922,5,1,472972,357278,75.5,2507.5,22,32,54,21,24,357050,25,46,30,29,46,25,18,64,18,33,53,15,00000000000000
"","","",,2015,6,B,3743493,3663369,2974922,5,2,472972,357339,75.6,2497.6,19,19,37,31,32,357108,24,33,43,19,43,38,17,49,33,0,0,0,00000000000000
"","","",,2015,6,B,3743493,3663369,2974922,6,2,463721,377688,81.4,2521.6,18,21,38,33,28,377519,23,36,40,18,50,32,19,53,28,0,0,0,00000000000000
"","","",,2015,6,B,3743493,3663369,2974922,6,1,463721,376886,81.3,2528.4,16,34,50,29,21,376629,19,50,31,24,50,25,16,70,14,26,60,14,00000000000000
"","","",,2015,6,B,3743493,3663369,2974922,7,1,458861,380618,82.9,2547.8,14,36,50,26,23,380304,21,49,30,27,49,23,14,67,18,25,55,20,00000000000000
"","","",,2015,6,B,3743493,3663369,2974922,7,2,458861,381231,83.1,2535.0,17,22,39,31,30,381008,25,36,39,20,51,29,20,65,16,0,0,0,00000000000000
"","","",,2015,6,B,3743493,3663369,2974922,8,2,468128,389822,83.3,2549.2,19,19,37,28,35,389571,24,35,41,20,53,27,19,52,29,0,0,0,00000000000000
"","","",,2015,6,B,3743493,3663369,2974922,8,1,468128,387543,82.8,2566.9,14,38,51,30,19,387052,25,49,26,24,53,22,14,68,17,24,57,18,00000000000000
"","","",,2015,6,B,3743493,3663369,2974922,11,1,455953,379641,83.3,2604.6,25,36,61,24,15,378884,33,50,16,34,47,18,19,63,17,36,51,13,00000000000000
"","","",,2015,6,B,3743493,3663369,2974922,11,2,455953,378241,83.0,2571.6,12,20,32,26,41,377634,21,35,45,16,52,32,16,56,27,0,0,0,00000000000000
"","","",,2015,6,B,3743493,3663369,2974922,13,2,3269379,2542942,77.8,"",17,22,39,30,31,2541185,25,35,40,20,49,31,20,53,27,0,0,0,00000000000000
"","","",,2015,6,B,3743493,3663369,2974922,13,1,3269379,2540251,77.7,"",20,32,52,26,22,2537875,24,48,27,26,49,24,17,66,17,27,54,18,00000000000000
"","","",,2015,7,B,3743493,3663369,190954,3,1,480079,18098,3.8,2465.8,42,25,67,20,13,18092,40,43,17,39,45,16,31,61,8,39,48,13,00000000000000
"","","",,2015,7,B,3743493,3663369,190954,3,2,480079,18110,3.8,2472.6,36,33,69,20,11,18105,51,33,16,44,41,15,45,45,11,0,0,0,00000000000000
"","","",,2015,7,B,3743493,3663369,190954,4,2,469688,18067,3.8,2511.6,34,29,63,27,11,18065,45,33,22,37,46,17,41,42,17,0,0,0,00000000000000
"","","",,2015,7,B,3743493,3663369,190954,4,1,469688,18065,3.8,2511.6,43,26,69,17,14,18061,39,45,16,39,47,14,32,60,8,37,47,11,00000000000000
"","","",,2015,7,B,3743493,3663369,190954,5,1,472972,20181,4.3,2547.3,37,33,71,16,13,20171,38,44,18,44,41,14,30,60,10,48,45,7,00000000000000
"","","",,2015,7,B,3743493,3663369,190954,5,2,472972,20180,4.3,2536.6,34,20,54,27,19,20175,39,32,29,34,42,24,31,47,21,0,0,0,00000000000000
"","","",,2015,7,B,3743493,3663369,190954,6,2,463721,21464,4.6,2566.2,34,23,56,27,17,21458,40,34,26,33,47,20,34,48,18,0,0,0,00000000000000
"","","",,2015,7,B,3743493,3663369,190954,6,1,463721,21402,4.6,2565.9,30,36,67,22,11,21390,32,48,20,39,46,15,25,67,8,41,51,8,00000000000000
"","","",,2015,7,B,3743493,3663369,190954,7,1,458861,20419,4.4,2586.6,27,40,67,20,13,20397,34,47,18,43,43,14,22,67,11,40,48,12,00000000000000
"","","",,2015,7,B,3743493,3663369,190954,7,2,458861,20445,4.5,2582.7,33,24,57,25,18,20434,42,33,25,36,45,19,35,55,9,0,0,0,00000000000000
"","","",,2015,7,B,3743493,3663369,190954,8,2,468128,20909,4.5,2597.2,34,20,54,24,22,20896,39,32,28,35,48,17,34,48,19,0,0,0,00000000000000
"","","",,2015,7,B,3743493,3663369,190954,8,1,468128,20758,4.4,2603.1,26,41,67,22,11,20728,38,46,16,38,48,14,23,67,10,38,50,11,00000000000000
"","","",,2015,7,B,3743493,3663369,190954,11,1,455953,35891,7.9,2633.1,35,36,71,19,10,35836,42,47,11,45,42,12,25,63,12,46,45,9,00000000000000
"","","",,2015,7,B,3743493,3663369,190954,11,2,455953,35856,7.9,2608.2,21,23,43,25,31,35806,31,34,34,25,51,24,25,54,21,0,0,0,00000000000000
"","","",,2015,7,B,3743493,3663369,190954,13,2,3269379,155031,4.7,"",31,24,55,25,20,154939,40,33,27,33,46,20,34,49,17,0,0,0,00000000000000
"","","",,2015,7,B,3743493,3663369,190954,13,1,3269379,154814,4.7,"",34,35,69,19,12,154675,38,46,16,41,44,14,27,64,10,42,48,10,00000000000000
"","","",,2015,8,B,3743493,3663369,748051,3,2,480079,30997,6.5,2455.1,22,40,62,27,11,30996,39,43,17,30,53,16,32,57,10,0,0,0,00000000000000
"","","",,2015,8,B,3743493,3663369,748051,3,1,480079,30986,6.5,2446.6,26,33,59,30,11,30981,27,55,19,26,58,15,19,73,8,27,60,13,00000000000000
"","","",,2015,8,B,3743493,3663369,748051,4,2,469688,61677,13.1,2486.3,17,32,49,40,11,61666,29,43,28,22,58,20,25,53,22,0,0,0,00000000000000
"","","",,2015,8,B,3743493,3663369,748051,4,1,469688,61637,13.1,2484.0,24,32,56,27,17,61625,23,57,19,24,60,16,19,71,10,24,58,13,00000000000000
"","","",,2015,8,B,3743493,3663369,748051,5,1,472972,80789,17.1,2517.9,20,39,58,26,15,80732,22,55,23,28,54,17,17,71,12,34,58,8,00000000000000
"","","",,2015,8,B,3743493,3663369,748051,5,2,472972,80823,17.1,2506.5,17,20,38,37,25,80791,23,38,39,18,49,33,16,55,29,0,0,0,00000000000000
"","","",,2015,8,B,3743493,3663369,748051,6,2,463721,103787,22.4,2524.1,14,21,35,39,25,103754,21,40,39,14,55,31,16,58,26,0,0,0,00000000000000
"","","",,2015,8,B,3743493,3663369,748051,6,1,463721,103564,22.3,2529.1,12,36,48,36,16,103516,15,56,29,20,57,22,13,76,11,25,64,11,00000000000000
"","","",,2015,8,B,3743493,3663369,748051,7,1,458861,114505,25.0,2544.6,10,37,47,32,21,114440,16,53,30,23,55,21,11,71,18,22,60,17,00000000000000
"","","",,2015,8,B,3743493,3663369,748051,7,2,458861,114759,25.0,2533.5,14,21,35,36,29,114717,21,39,40,16,55,29,16,69,14,0,0,0,00000000000000
"","","",,2015,8,B,3743493,3663369,748051,8,2,468128,123739,26.4,2546.1,15,18,33,32,35,123669,21,37,42,16,57,27,16,56,28,0,0,0,00000000000000
"","","",,2015,8,B,3743493,3663369,748051,8,1,468128,122917,26.3,2562.4,9,38,47,36,17,122736,20,54,26,19,59,21,11,73,16,22,61,16,00000000000000
"","","",,2015,8,B,3743493,3663369,748051,11,1,455953,112282,24.6,2595.8,18,39,57,29,14,112064,25,58,17,28,53,17,15,68,16,32,55,12,00000000000000
"","","",,2015,8,B,3743493,3663369,748051,11,2,455953,112333,24.6,2563.0,9,18,27,29,44,112183,16,37,47,12,54,34,13,59,28,0,0,0,00000000000000
"","","",,2015,8,B,3743493,3663369,748051,13,1,3269379,626680,19.2,"",15,37,52,32,16,626094,20,55,24,24,57,19,14,72,14,26,60,13,00000000000000
"","","",,2015,8,B,3743493,3663369,748051,13,2,3269379,628115,19.2,"",14,22,36,35,29,627776,22,39,39,16,55,29,17,59,24,0,0,0,00000000000000
"","","",,2015,28,B,3743493,3663369,32643,3,1,480079,4629,1.0,2351.7,4,11,14,26,60,4627,5,32,63,4,35,60,4,53,43,6,44,50,00000000000000
"","","",,2015,28,B,3743493,3663369,32643,3,2,480079,4703,1.0,2375.9,3,16,19,29,52,4702,8,32,59,6,36,57,7,53,41,0,0,0,00000000000000
"","","",,2015,28,B,3743493,3663369,32643,4,2,469688,4503,1.0,2413.0,2,12,15,35,50,4499,6,25,69,4,37,59,5,39,56,0,0,0,00000000000000
"","","",,2015,28,B,3743493,3663369,32643,4,1,469688,4471,1.0,2391.9,4,12,16,22,62,4465,4,34,61,4,38,57,4,56,40,6,42,47,00000000000000
"","","",,2015,28,B,3743493,3663369,32643,5,1,472972,4451,0.9,2433.5,4,17,21,23,56,4445,6,35,59,8,39,53,4,56,39,11,52,36,00000000000000
"","","",,2015,28,B,3743493,3663369,32643,5,2,472972,4498,1.0,2433.4,3,7,10,27,63,4498,5,23,72,4,27,69,3,37,60,0,0,0,00000000000000
"","","",,2015,28,B,3743493,3663369,32643,6,2,463721,3962,0.9,2454.8,3,11,14,30,56,3960,6,26,67,4,40,57,4,45,51,0,0,0,00000000000000
"","","",,2015,28,B,3743493,3663369,32643,6,1,463721,3900,0.8,2461.3,3,18,21,31,49,3898,5,37,58,6,41,52,6,61,33,10,59,32,00000000000000
"","","",,2015,28,B,3743493,3663369,32643,7,1,458861,3708,0.8,2477.4,2,19,21,27,52,3702,5,35,59,7,45,47,4,55,40,9,51,40,00000000000000
"","","",,2015,28,B,3743493,3663369,32643,7,2,458861,3791,0.8,2466.8,3,11,14,31,55,3787,7,28,65,4,47,49,5,69,26,0,0,0,00000000000000
"","","",,2015,28,B,3743493,3663369,32643,8,2,468128,3932,0.8,2480.7,5,10,15,25,59,3929,8,28,64,5,48,46,6,46,48,0,0,0,00000000000000
"","","",,2015,28,B,3743493,3663369,32643,8,1,468128,3845,0.8,2502.1,3,20,23,33,44,3844,8,42,50,8,45,47,4,58,38,9,54,36,00000000000000
"","","",,2015,28,B,3743493,3663369,32643,11,1,455953,3340,0.7,2536.1,7,26,33,33,34,3335,13,52,35,13,49,37,7,60,32,17,57,25,00000000000000
"","","",,2015,28,B,3743493,3663369,32643,11,2,455953,3357,0.7,2509.9,2,11,13,24,62,3351,6,29,65,4,47,48,5,55,40,0,0,0,00000000000000
"","","",,2015,28,B,3743493,3663369,32643,13,2,3269379,28746,0.9,"",3,11,14,29,57,28726,7,27,66,5,40,56,5,49,47,0,0,0,00000000000000
"","","",,2015,28,B,3743493,3663369,32643,13,1,3269379,28344,0.9,"",4,17,21,27,52,28316,6,38,56,7,41,51,5,57,38,9,51,39,00000000000000
"","","",,2015,31,B,3743493,3663369,2179336,3,2,480079,294714,61.4,2391.2,6,21,27,30,43,294618,14,35,51,10,41,49,11,53,35,0,0,0,00000000000000
"","","",,2015,31,B,3743493,3663369,2179336,3,1,480079,293048,61.0,2375.9,8,16,24,29,47,292905,10,38,52,9,42,49,7,61,31,10,49,41,00000000000000
"","","",,2015,31,B,3743493,3663369,2179336,4,1,469688,284126,60.5,2416.1,9,17,26,23,51,283979,9,41,50,9,45,46,8,62,31,9,47,38,00000000000000
"","","",,2015,31,B,3743493,3663369,2179336,4,2,469688,285165,60.7,2428.2,5,16,21,38,41,285057,11,30,60,7,42,50,9,42,49,0,0,0,00000000000000
"","","",,2015,31,B,3743493,3663369,2179336,5,2,472972,279674,59.1,2451.2,6,11,17,29,54,279493,9,27,64,7,34,60,6,42,52,0,0,0,00000000000000
"","","",,2015,31,B,3743493,3663369,2179336,5,1,472972,278595,58.9,2457.1,8,23,31,24,45,278319,10,40,50,13,43,43,8,61,32,17,55,28,00000000000000
"","","",,2015,31,B,3743493,3663369,2179336,6,1,463721,274045,59.1,2483.3,6,24,29,33,38,273795,8,44,48,11,47,42,8,67,25,14,61,25,00000000000000
"","","",,2015,31,B,3743493,3663369,2179336,6,2,463721,275685,59.5,2472.2,6,13,20,33,48,275537,10,30,60,6,43,50,7,49,44,0,0,0,00000000000000
"","","",,2015,31,B,3743493,3663369,2179336,7,2,458861,269835,58.8,2484.2,6,14,20,31,49,269634,11,31,58,8,48,45,8,68,24,0,0,0,00000000000000
"","","",,2015,31,B,3743493,3663369,2179336,7,1,458861,268334,58.5,2501.5,5,25,30,29,41,268040,9,42,48,13,47,39,7,62,31,13,54,33,00000000000000
"","","",,2015,31,B,3743493,3663369,2179336,8,1,468128,264094,56.4,2524.2,5,27,32,33,34,263699,13,46,41,11,51,37,7,64,29,13,56,30,00000000000000
"","","",,2015,31,B,3743493,3663369,2179336,8,2,468128,266788,57.0,2498.8,8,13,21,27,52,266553,11,30,58,8,51,40,8,49,42,0,0,0,00000000000000
"","","",,2015,31,B,3743493,3663369,2179336,11,2,455953,229869,50.4,2526.7,5,14,19,25,56,229457,10,31,59,8,49,43,8,56,36,0,0,0,00000000000000
"","","",,2015,31,B,3743493,3663369,2179336,11,1,455953,229932,50.4,2563.4,13,32,45,29,26,229363,20,53,27,21,49,29,11,62,26,24,55,20,00000000000000
"","","",,2015,31,B,3743493,3663369,2179336,13,1,3269379,1892174,57.9,"",8,23,31,28,41,1890100,11,43,46,12,46,41,8,62,29,14,54,31,00000000000000
"","","",,2015,31,B,3743493,3663369,2179336,13,2,3269379,1901730,58.2,"",6,15,21,30,49,1900349,11,30,59,8,44,48,8,51,41,0,0,0,00000000000000
"","","",,2015,74,B,3743493,3663369,215590,3,2,480079,26384,5.5,2377.9,5,18,22,27,50,26373,11,32,57,8,36,55,9,48,43,0,0,0,00000000000000
"","","",,2015,74,B,3743493,3663369,215590,3,1,480079,26307,5.5,2369.6,8,15,23,25,52,26292,9,35,56,9,39,51,7,58,35,9,45,45,00000000000000
"","","",,2015,74,B,3743493,3663369,215590,4,1,469688,25855,5.5,2407.1,8,15,23,20,56,25848,9,37,53,9,41,50,7,58,35,8,43,43,00000000000000
"","","",,2015,74,B,3743493,3663369,215590,4,2,469688,25886,5.5,2415.8,4,14,17,35,48,25865,8,27,65,6,37,57,7,37,56,0,0,0,00000000000000
"","","",,2015,74,B,3743493,3663369,215590,5,2,472972,26283,5.6,2436.5,5,9,14,26,60,26259,7,23,70,5,29,66,5,38,57,0,0,0,00000000000000
"","","",,2015,74,B,3743493,3663369,215590,5,1,472972,26269,5.6,2446.8,7,21,28,22,50,26254,10,36,54,12,39,48,7,56,36,15,53,32,00000000000000
"","","",,2015,74,B,3743493,3663369,215590,6,1,463721,26225,5.7,2474.2,5,21,27,30,43,26188,7,40,52,10,42,47,7,64,28,12,59,28,00000000000000
"","","",,2015,74,B,3743493,3663369,215590,6,2,463721,26338,5.7,2456.2,5,11,16,29,55,26315,8,26,65,5,37,57,6,44,50,0,0,0,00000000000000
"","","",,2015,74,B,3743493,3663369,215590,7,2,458861,26695,5.8,2465.7,4,12,16,28,56,26655,8,27,64,6,44,50,6,66,28,0,0,0,00000000000000
"","","",,2015,74,B,3743493,3663369,215590,7,1,458861,26665,5.8,2491.4,4,23,27,26,47,26606,9,40,51,12,43,44,6,59,35,11,51,38,00000000000000
"","","",,2015,74,B,3743493,3663369,215590,8,1,468128,27404,5.9,2513.1,5,24,29,31,40,27355,12,42,46,11,46,42,7,59,33,11,54,35,00000000000000
"","","",,2015,74,B,3743493,3663369,215590,8,2,468128,27527,5.9,2477.3,5,10,16,23,61,27492,8,25,66,6,48,46,6,44,50,0,0,0,00000000000000
"","","",,2015,74,B,3743493,3663369,215590,11,2,455953,25178,5.5,2502.5,3,11,14,22,64,25115,7,26,66,5,44,50,5,52,43,0,0,0,00000000000000
"","","",,2015,74,B,3743493,3663369,215590,11,1,455953,25259,5.5,2546.6,11,28,39,28,33,25165,19,49,31,17,45,36,10,59,30,19,54,26,00000000000000
"","","",,2015,74,B,3743493,3663369,215590,13,1,3269379,183984,5.6,"",7,21,28,26,46,183708,11,40,49,11,42,46,7,59,33,12,51,35,00000000000000
"","","",,2015,74,B,3743493,3663369,215590,13,2,3269379,184291,5.6,"",4,12,16,27,56,184074,8,27,65,6,39,55,6,47,47,0,0,0,00000000000000
"","","",,2015,75,B,3743493,3663369,24280,3,2,480079,3340,0.7,2387.8,6,21,27,27,45,3338,14,32,53,11,40,48,11,50,39,0,0,0,00000000000000
"","","",,2015,75,B,3743493,3663369,24280,3,1,480079,3337,0.7,2377.7,9,18,27,26,47,3337,11,38,50,9,41,49,9,60,31,10,48,41,00000000000000
"","","",,2015,75,B,3743493,3663369,24280,4,1,469688,3156,0.7,2418.7,11,17,28,21,51,3152,11,41,48,11,43,46,9,60,30,10,46,39,00000000000000
"","","",,2015,75,B,3743493,3663369,24280,4,2,469688,3144,0.7,2426.6,6,16,22,36,42,3144,11,29,60,9,41,50,10,38,52,0,0,0,00000000000000
"","","",,2015,75,B,3743493,3663369,24280,5,2,472972,3277,0.7,2446.9,6,10,16,28,56,3273,9,24,67,7,34,60,6,39,54,0,0,0,00000000000000
"","","",,2015,75,B,3743493,3663369,24280,5,1,472972,3287,0.7,2451.6,8,21,29,23,48,3286,10,38,52,13,40,47,8,60,32,15,55,30,00000000000000
"","","",,2015,75,B,3743493,3663369,24280,6,1,463721,3245,0.7,2484.6,7,24,31,30,38,3242,9,45,46,11,45,43,9,66,25,14,60,26,00000000000000
"","","",,2015,75,B,3743493,3663369,24280,6,2,463721,3244,0.7,2473.4,7,14,21,32,47,3242,11,29,60,7,43,50,8,49,43,0,0,0,00000000000000
"","","",,2015,75,B,3743493,3663369,24280,7,2,458861,2744,0.6,2487.8,7,14,21,31,47,2740,12,31,56,9,49,42,9,65,26,0,0,0,00000000000000
"","","",,2015,75,B,3743493,3663369,24280,7,1,458861,2734,0.6,2501.8,6,25,30,27,42,2732,11,42,46,14,43,42,7,62,30,12,54,34,00000000000000
"","","",,2015,75,B,3743493,3663369,24280,8,1,468128,2617,0.6,2524.4,6,27,32,33,34,2616,14,46,40,12,49,38,8,62,31,13,55,31,00000000000000
"","","",,2015,75,B,3743493,3663369,24280,8,2,468128,2632,0.6,2499.2,8,13,21,27,52,2628,12,29,58,10,51,39,9,48,43,0,0,0,00000000000000
"","","",,2015,75,B,3743493,3663369,24280,11,2,455953,2632,0.6,2531.0,6,15,20,24,55,2626,11,31,58,9,50,40,8,54,37,0,0,0,00000000000000
"","","",,2015,75,B,3743493,3663369,24280,11,1,455953,2675,0.6,2570.5,16,32,48,27,25,2666,26,50,24,23,47,29,14,60,25,26,53,20,00000000000000
"","","",,2015,75,B,3743493,3663369,24280,13,1,3269379,21051,0.6,"",9,23,32,27,41,21031,13,42,44,13,44,43,9,61,29,14,53,32,00000000000000
